GO_ID,GO_Term,Annotated,Significant,Expected,elimKS_pvalue,Ontology
GO:0005741,mitochondrial outer membrane,20,0,0.93,1.000000e+00,CC
GO:0005685,U1 snRNP,6,0,0.28,1.000000e+00,CC
GO:0097526,spliceosomal tri-snRNP complex,13,0,0.61,1.000000e+00,CC
GO:0031428,box C/D methylation guide snoRNP complex,5,0,0.23,1.000000e+00,CC
GO:0005684,U2-type spliceosomal complex,5,0,0.23,1.000000e+00,CC
GO:0170049,box C/D RNP complex,5,0,0.23,1.000000e+00,CC
GO:0097525,spliceosomal snRNP complex,20,0,0.93,1.000000e+00,CC
GO:0015935,small ribosomal subunit,22,0,1.02,1.000000e+00,CC
GO:0030122,AP-2 adaptor complex,5,0,0.23,1.000000e+00,CC
GO:0030126,COPI vesicle coat,14,0,0.65,1.000000e+00,CC
GO:0009277,fungal-type cell wall,8,0,0.37,1.000000e+00,CC
GO:0030127,COPII vesicle coat,13,0,0.61,1.000000e+00,CC
GO:0016282,eukaryotic 43S preinitiation complex,23,0,1.07,1.000000e+00,CC
GO:0031314,extrinsic component of mitochondrial inner membrane,8,0,0.37,1.000000e+00,CC
GO:0005656,nuclear pre-replicative complex,8,0,0.37,1.000000e+00,CC
GO:0031932,TORC2 complex,7,0,0.33,1.000000e+00,CC
GO:0031414,N-terminal protein acetyltransferase complex,7,0,0.33,1.000000e+00,CC
GO:0030687,"preribosome, large subunit precursor",7,0,0.33,1.000000e+00,CC
GO:0030688,"preribosome, small subunit precursor",9,0,0.42,1.000000e+00,CC
GO:0033290,eukaryotic 48S preinitiation complex,22,0,1.02,1.000000e+00,CC
GO:0031931,TORC1 complex,7,0,0.33,1.000000e+00,CC
GO:0030121,AP-1 adaptor complex,5,0,0.23,1.000000e+00,CC
GO:0015934,large ribosomal subunit,22,1,1.02,1.000000e+00,CC
GO:0030686,90S preribosome,7,0,0.33,1.000000e+00,CC
GO:0031968,organelle outer membrane,20,0,0.93,1.000000e+00,CC
GO:0000324,fungal-type vacuole,5,0,0.23,1.000000e+00,CC
GO:0005839,proteasome core complex,9,0,0.42,1.000000e+00,CC
GO:0046695,SLIK (SAGA-like) complex,6,0,0.28,1.000000e+00,CC
GO:0030008,TRAPP complex,7,0,0.33,1.000000e+00,CC
GO:0019773,"proteasome core complex, alpha-subunit complex",8,0,0.37,1.000000e+00,CC
GO:0005871,kinesin complex,10,0,0.47,1.000000e+00,CC
GO:0005887,plasma membrane,11,0,0.51,1.000000e+00,CC
GO:0005795,Golgi stack,6,0,0.28,1.000000e+00,CC
GO:0030120,vesicle coat,29,0,1.35,1.000000e+00,CC
GO:0051286,cell tip,5,0,0.23,1.000000e+00,CC
GO:0038201,TOR complex,11,0,0.51,1.000000e+00,CC
GO:0005618,cell wall,8,0,0.37,1.000000e+00,CC
GO:0033180,"proton-transporting V-type ATPase, V1 domain",7,0,0.33,1.000000e+00,CC
GO:0019867,outer membrane,21,0,0.98,1.000000e+00,CC
GO:0000323,lytic vacuole,5,0,0.23,1.000000e+00,CC
GO:0005956,protein kinase CK2 complex,7,0,0.33,1.000000e+00,CC
GO:0031248,protein acetyltransferase complex,7,0,0.33,1.000000e+00,CC
GO:0030479,actin cortical patch,17,0,0.79,1.000000e+00,CC
GO:0000124,SAGA complex,12,0,0.56,1.000000e+00,CC
GO:0030677,ribonuclease P complex,6,0,0.28,1.000000e+00,CC
GO:0000322,storage vacuole,5,0,0.23,1.000000e+00,CC
GO:0030532,small nuclear ribonucleoprotein complex,21,0,0.98,1.000000e+00,CC
GO:0005732,sno(s)RNA-containing ribonucleoprotein complex,11,0,0.51,1.000000e+00,CC
GO:0030014,CCR4-NOT complex,6,0,0.28,1.000000e+00,CC
GO:0000776,kinetochore,12,0,0.56,1.000000e+00,CC
GO:0030684,preribosome,34,1,1.58,1.000000e+00,CC
GO:0031312,extrinsic component of organelle membrane,9,0,0.42,1.000000e+00,CC
GO:0030015,CCR4-NOT core complex,7,0,0.33,1.000000e+00,CC
GO:0012507,ER to Golgi transport vesicle membrane,10,0,0.47,1.000000e+00,CC
GO:0036387,pre-replicative complex,8,0,0.37,1.000000e+00,CC
GO:0031261,DNA replication preinitiation complex,12,0,0.56,1.000000e+00,CC
GO:0005816,spindle pole body,13,0,0.61,1.000000e+00,CC
GO:0070993,cytosolic translation preinitiation complex,23,0,1.07,1.000000e+00,CC
GO:0033588,elongator holoenzyme complex,6,0,0.28,1.000000e+00,CC
GO:0044391,ribosomal subunit,42,1,1.95,1.000000e+00,CC
GO:0008540,"proteasome regulatory particle, base subcomplex",22,0,1.02,1.000000e+00,CC
GO:0005885,Arp2/3 protein complex,10,0,0.47,1.000000e+00,CC
GO:0030312,external encapsulating structure,10,0,0.47,1.000000e+00,CC
GO:0005773,vacuole,5,0,0.23,1.000000e+00,CC
GO:0005852,eukaryotic translation initiation factor 3 complex,22,0,1.02,1.000000e+00,CC
GO:0034399,nuclear periphery,5,0,0.23,1.000000e+00,CC
GO:0000329,fungal-type vacuole membrane,9,0,0.42,1.000000e+00,CC
GO:0005666,RNA polymerase III complex,8,0,0.37,1.000000e+00,CC
GO:0031391,Elg1 RFC-like complex,6,0,0.28,1.000000e+00,CC
GO:0000922,spindle pole,13,0,0.61,1.000000e+00,CC
GO:0045254,pyruvate dehydrogenase complex,6,0,0.28,1.000000e+00,CC
GO:0008622,epsilon DNA polymerase complex,5,0,0.23,1.000000e+00,CC
GO:0000808,origin recognition complex,5,0,0.23,1.000000e+00,CC
GO:0016272,prefoldin complex,11,0,0.51,1.000000e+00,CC
GO:0000930,gamma-tubulin complex,16,0,0.74,1.000000e+00,CC
GO:0120114,Sm-like protein family complex,25,0,1.16,1.000000e+00,CC
GO:0005838,proteasome regulatory particle,5,0,0.23,1.000000e+00,CC
GO:0032156,septin cytoskeleton,12,0,0.56,1.000000e+00,CC
GO:0031984,organelle subcompartment,12,0,0.56,1.000000e+00,CC
GO:0030662,coated vesicle membrane,10,0,0.47,1.000000e+00,CC
GO:0030915,Smc5-Smc6 complex,8,0,0.37,1.000000e+00,CC
GO:0000145,exocyst,9,0,0.42,1.000000e+00,CC
GO:0017119,COG complex,8,0,0.37,1.000000e+00,CC
GO:0042555,MCM complex,8,0,0.37,1.000000e+00,CC
GO:0005634,nucleus,1226,45,57.06,1.000000e+00,CC
GO:0043625,delta DNA polymerase complex,5,0,0.23,1.000000e+00,CC
GO:0005669,transcription factor TFIID complex,20,0,0.93,1.000000e+00,CC
GO:0000127,transcription factor TFIIIC complex,8,0,0.37,1.000000e+00,CC
GO:0000796,condensin complex,7,0,0.33,1.000000e+00,CC
GO:0000785,chromatin,50,0,2.33,1.000000e+00,CC
GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",8,0,0.37,1.000000e+00,CC
GO:0061645,endocytic patch,17,0,0.79,1.000000e+00,CC
GO:0019898,extrinsic component of membrane,10,0,0.47,1.000000e+00,CC
GO:0031251,PAN complex,10,0,0.47,1.000000e+00,CC
GO:0005815,microtubule organizing center,20,0,0.93,1.000000e+00,CC
GO:0048471,perinuclear region of cytoplasm,5,0,0.23,1.000000e+00,CC
GO:0000407,phagophore assembly site,28,0,1.30,1.000000e+00,CC
GO:1990904,ribonucleoprotein complex,421,13,19.59,1.000000e+00,CC
GO:0005680,anaphase-promoting complex,16,0,0.74,1.000000e+00,CC
GO:0030658,transport vesicle membrane,10,0,0.47,1.000000e+00,CC
GO:0016459,myosin complex,27,0,1.26,1.000000e+00,CC
GO:0031262,Ndc80 complex,8,0,0.37,1.000000e+00,CC
GO:0008023,transcription elongation factor complex,9,0,0.42,1.000000e+00,CC
GO:0012505,endomembrane system,6,0,0.28,1.000000e+00,CC
GO:0060187,cell pole,5,0,0.23,1.000000e+00,CC
GO:0055029,nuclear DNA-directed RNA polymerase complex,8,0,0.37,1.000000e+00,CC
GO:0032991,protein-containing complex,1069,36,49.76,1.000000e+00,CC
GO:1902493,acetyltransferase complex,7,0,0.33,1.000000e+00,CC
GO:0005840,ribosome,230,6,10.71,1.000000e+00,CC
GO:0106068,SUMO ligase complex,8,0,0.37,1.000000e+00,CC
GO:0000932,P-body,6,0,0.28,1.000000e+00,CC
GO:0031461,cullin-RING ubiquitin ligase complex,34,0,1.58,1.000000e+00,CC
GO:0005730,nucleolus,120,1,5.59,1.000000e+00,CC
GO:0045240,alpha-ketoacid dehydrogenase complex,7,0,0.33,1.000000e+00,CC
GO:0000152,nuclear ubiquitin ligase complex,16,0,0.74,1.000000e+00,CC
GO:0005665,"RNA polymerase II, core complex",5,0,0.23,1.000000e+00,CC
GO:0031390,Ctf18 RFC-like complex,5,0,0.23,1.000000e+00,CC
GO:0005849,mRNA cleavage factor complex,7,0,0.33,1.000000e+00,CC
GO:0000118,histone deacetylase complex,6,0,0.28,1.000000e+00,CC
GO:0000176,nuclear exosome (RNase complex),16,0,0.74,1.000000e+00,CC
GO:0000178,exosome (RNase complex),8,0,0.37,1.000000e+00,CC
GO:0090576,RNA polymerase III transcription regulator complex,10,0,0.47,1.000000e+00,CC
GO:0008180,COP9 signalosome,14,0,0.65,1.000000e+00,CC
GO:0043564,Ku70:Ku80 complex,7,0,0.33,1.000000e+00,CC
GO:0000428,DNA-directed RNA polymerase complex,44,1,2.05,1.000000e+00,CC
GO:0030659,cytoplasmic vesicle membrane,17,0,0.79,1.000000e+00,CC
GO:0042575,DNA polymerase complex,14,0,0.65,1.000000e+00,CC
GO:0016592,mediator complex,36,0,1.68,1.000000e+00,CC
GO:0005643,nuclear pore,42,1,1.95,1.000000e+00,CC
GO:1990234,transferase complex,20,0,0.93,1.000000e+00,CC
GO:0012506,vesicle membrane,17,0,0.79,1.000000e+00,CC
GO:0043596,nuclear replication fork,8,0,0.37,1.000000e+00,CC
GO:1905354,exoribonuclease complex,10,0,0.47,1.000000e+00,CC
GO:0030880,RNA polymerase complex,44,1,2.05,1.000000e+00,CC
GO:0005762,mitochondrial large ribosomal subunit,9,0,0.42,1.000000e+00,CC
GO:0036464,cytoplasmic ribonucleoprotein granule,7,0,0.33,1.000000e+00,CC
GO:0048476,Holliday junction resolvase complex,5,0,0.23,1.000000e+00,CC
GO:1902554,serine/threonine protein kinase complex,8,0,0.37,1.000000e+00,CC
GO:0002189,ribose phosphate diphosphokinase complex,9,0,0.42,1.000000e+00,CC
GO:1990204,oxidoreductase complex,7,0,0.33,1.000000e+00,CC
GO:0000151,ubiquitin ligase complex,37,0,1.72,1.000000e+00,CC
GO:0000228,nuclear chromosome,7,0,0.33,1.000000e+00,CC
GO:0031966,mitochondrial membrane,176,7,8.19,1.000000e+00,CC
GO:0005938,cell cortex,17,0,0.79,1.000000e+00,CC
GO:0034045,phagophore assembly site membrane,23,0,1.07,1.000000e+00,CC
GO:0000781,"chromosome, telomeric region",179,3,8.33,1.000000e+00,CC
GO:0140534,endoplasmic reticulum protein-containing complex,5,0,0.23,1.000000e+00,CC
GO:0031965,nuclear membrane,15,0,0.70,1.000000e+00,CC
GO:0005876,spindle microtubule,6,0,0.28,1.000000e+00,CC
GO:0043232,intracellular membraneless organelle,424,11,19.73,1.000000e+00,CC
